일자,기온,풍속(m/s),풍향(16방위),습도(%),증기압(hPa),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),오 존,이산화질소,일산화탄소,아황산가스,PM10,PM2.5
2021-04-20-14,21.5,2.5,250,39,9.9,1010,1,3.14,31.6,0.042,0.037,0.5,0.003,52,24
2021-04-20-15,21.6,3.5,270,35,9,1009.6,1,2.81,30.2,0.043,0.033,0.5,0.003,49,25
2021-04-20-16,21.8,3.3,270,36,9.3,1009.1,1,2.26,27,0.04,0.028,0.5,0.003,51,26
2021-04-20-17,20.3,4,270,34,8.1,1009.6,1,1.44,21.4,0.032,0.027,0.5,0.002,49,28
2021-04-20-18,18.3,3.5,270,33,6.9,1009.9,0.6,0.75,17.9,0.025,0.027,0.5,0.002,50,30
2021-04-20-19,16.4,2.7,270,30,5.6,1010.2,0,0.19,15.1,0.021,0.027,0.4,0.002,51,32
2021-04-20-20,15.5,1.1,250,37,6.5,1010.9,0,0.01,13.6,0.016,0.028,0.5,0.002,52,32
2021-04-20-21,14.7,2.4,270,42,7,1011.6,,,12.5,0.015,0.032,0.5,0.003,47,28
2021-04-20-22,14,0.2,0,45,7.2,1011.4,,,11.9,0.006,0.037,0.5,0.003,50,31
2021-04-20-23,13.3,0.8,250,46,7,1011.5,,,11.3,0.007,0.047,0.6,0.002,57,35
2021-04-21-00,12.9,1,270,50,7.4,1012,,,10.8,0.015,0.055,0.7,0.004,73,44
2021-04-21-01,12.4,0.7,290,56,8,1011.8,,,10.4,0.037,0.06,0.7,0.005,75,43
2021-04-21-02,11.9,0,0,59,8.2,1011.6,,,9.9,0.057,0.044,0.7,0.005,76,40
2021-04-21-03,11.7,1.8,20,58,7.9,1012,,,9.7,0.055,0.054,0.8,0.005,81,42
2021-04-21-04,11.1,1.8,270,60,7.9,1012.2,,,9.3,0.068,0.05,0.7,0.005,83,43
2021-04-21-05,10.9,0.7,50,62,8,1012.2,,,8.7,0.075,0.044,0.7,0.005,78,43
2021-04-21-06,10.4,1.8,20,65,8.1,1012.3,0,0,8.5,0.081,0.046,0.7,0.005,86,45
2021-04-21-07,10.4,1.1,20,65,8.1,1012.4,0.5,0.24,9.6,0.082,0.042,0.6,0.005,82,45
2021-04-21-08,12.7,2.2,20,60,8.8,1012.9,1,0.85,14.2,0.071,0.04,0.6,0.006,76,39
2021-04-21-09,15.6,0.6,50,52,9.2,1013.1,1,1.62,20,0.061,0.038,0.5,0.005,58,28
2021-04-21-10,18.8,1.8,70,42,9.1,1013,1,2.29,25.2,0.059,0.032,0.5,0.007,48,24
2021-04-21-11,21.1,2,140,36,9,1012.8,1,2.89,29.7,0.047,0.034,0.5,0.007,45,22
2021-04-21-12,23.1,1.7,140,33,9.3,1012,1,3.26,32.9,0.038,0.037,0.5,0.005,47,22
2021-04-21-13,24.7,2.2,70,32,9.9,1011.1,1,3.35,34.8,0.033,0.036,0.5,0.004,44,23
2021-04-21-14,26.4,2.1,180,26,8.9,1010.1,1,3.31,35.6,0.03,0.037,0.6,0.003,43,23
2021-04-21-15,27.6,1.3,90,25,9.2,1009.2,1,2.84,32.5,0.019,0.044,0.6,0.003,43,23
2021-04-21-16,28.1,1.8,250,25,9.5,1008.5,0.9,1.95,31,0.017,0.043,0.6,0.003,43,25
2021-04-21-17,27.8,1.5,230,23,8.5,1008.2,1,1.62,25.5,0.012,0.041,0.6,0.002,41,24
2021-04-21-18,26.1,2.7,270,30,10.1,1008.2,0.7,0.76,21.5,0.011,0.039,0.6,0.003,41,25
2021-04-21-19,24.1,2.5,270,37,11,1008.5,0,0.14,19.3,0.012,0.037,0.6,0.003,39,23
2021-04-21-20,22.7,2.1,230,40,10.9,1009.4,0,0,17.9,0.01,0.037,0.6,0.003,40,23
2021-04-21-21,21.1,4.1,250,39,9.7,1010.6,,,16.8,0.008,0.041,0.6,0.003,40,23
2021-04-21-22,19.8,3.6,270,42,9.7,1011,,,15.8,0.006,0.043,0.6,0.003,42,24
2021-04-21-23,18.7,2.6,270,44,9.4,1011,,,15,0.008,0.065,0.7,0.004,48,25
2021-04-22-00,17.3,2.7,270,43,8.4,1011.3,,,14.3,0.019,0.059,0.7,0.004,65,32
2021-04-22-01,16.8,1.5,250,43,8.2,1011.6,,,14,0.032,0.059,0.7,0.004,66,32
2021-04-22-02,16.5,2.4,250,42,7.8,1011.7,,,13.8,0.049,0.051,0.7,0.004,68,35
2021-04-22-03,16.1,2.9,20,44,8,1010.7,,,13.8,0.067,0.045,0.7,0.004,74,36
2021-04-22-04,16.7,4.1,50,45,8.5,1009.7,,,13.7,0.076,0.04,0.7,0.005,85,38
2021-04-22-05,16.9,2.7,200,49,9.4,1010.2,,,13.4,0.081,0.039,0.6,0.004,82,39
2021-04-22-06,16.4,1.5,180,48,8.9,1009.9,0,0,13.5,0.081,0.042,0.6,0.004,74,33
2021-04-22-07,16.3,2.2,50,52,9.6,1010.1,0,0.1,14.2,0.074,0.051,0.7,0.004,73,35
2021-04-22-08,17.3,1.9,50,53,10.4,1010.3,0,0.42,16.6,0.077,0.05,0.6,0.004,79,36
2021-04-22-09,19,3.2,50,46,10.1,1009.7,0,0.71,18.9,0.063,0.055,0.6,0.004,66,34
2021-04-22-10,20.6,3.4,50,43,10.4,1009.3,0,1.26,20.9,0.062,0.071,0.9,0.007,89,50
2021-04-22-11,22.7,1.7,140,38,10.4,1009.2,0.5,1.92,27.8,0.056,0.068,0.9,0.007,109,62
2021-04-22-12,24.7,2,140,34,10.5,1008.6,0.6,2.51,30.1,0.06,0.057,0.7,0.009,107,64
2021-04-22-13,26.2,1.6,90,30,10.2,1007.9,0.5,2.58,31.7,0.072,0.034,0.7,0.01,86,45
2021-04-22-14,27.5,2.5,160,22,8,1007.1,0.8,2.67,31.5,0.069,0.036,0.7,0.006,89,43
2021-04-22-15,27.4,2.5,200,23,8.4,1006.4,0.1,1.75,30.6,0.071,0.03,0.6,0.005,89,45
2021-04-22-16,26.4,2.9,250,25,8.5,1006,0.1,1,25.4,0.068,0.029,0.6,0.005,85,44
2021-04-22-17,25.4,2.3,290,28,9,1006.1,0,0.45,22.4,0.078,0.023,0.6,0.007,69,40
2021-04-22-18,23.7,4.2,270,30,8.7,1006.6,0,0.26,20.6,0.084,0.018,0.5,0.01,63,36
2021-04-22-19,22.8,3.2,250,30,8.3,1007.1,0,0.07,18.8,0.075,0.02,0.5,0.009,61,35
2021-04-22-20,22,1.2,250,33,8.7,1007.7,0,0,17.9,0.055,0.03,0.6,0.006,73,39
2021-04-22-21,21.2,2.2,20,35,8.8,1007.7,,,16.9,0.042,0.041,0.6,0.005,73,38
2021-04-22-22,20.3,3.1,270,36,8.5,1008.1,,,16.3,0.031,0.049,0.6,0.005,76,42
2021-04-22-23,18.8,3.2,290,42,9.1,1008.2,,,15.8,0.022,0.053,0.7,0.004,70,39
2021-04-23-00,18.4,1.1,180,43,9,1008.4,,,15.5,0.021,0.078,0.9,0.005,79,38
2021-04-23-01,18,2.5,20,45,9.2,1007.5,,,15.3,0.029,0.063,0.8,0.005,86,43
2021-04-23-02,18.3,2.9,50,44,9.2,1007.5,,,15,0.037,0.057,0.8,0.005,85,38
2021-04-23-03,17.9,0.7,70,45,9.2,1008.4,,,14.9,0.062,0.049,0.7,0.005,75,37
2021-04-23-04,17.8,3.9,290,50,10.2,1009.9,,,14.6,0.073,0.051,0.7,0.004,81,39
2021-04-23-05,17.2,2.1,250,53,10.4,1010,,,14.5,0.081,0.045,0.7,0.004,73,41
2021-04-23-06,17.4,1.2,20,51,10.1,1009.6,0,0,14.4,0.067,0.042,0.5,0.004,57,31
2021-04-23-07,17.1,3.2,50,58,11.2,1010.5,0,0.05,14.5,0.069,0.047,0.6,0.004,50,26
2021-04-23-08,17.6,2.8,70,58,11.6,1010.2,0,0.42,16.7,0.065,0.046,0.6,0.003,53,35
2021-04-23-09,17.7,4.2,50,58,11.7,1010.3,0,0.47,16.7,0.069,0.05,0.7,0.005,61,36
2021-04-23-10,18.2,2.9,50,57,11.9,1009.9,0,0.62,17.9,0.059,0.041,0.6,0.004,64,35
2021-04-23-11,20.5,4.4,70,42,10.1,1009.2,0.3,1.38,24.4,0.06,0.033,0.6,0.004,53,29
2021-04-23-12,20.6,4.4,70,32,7.7,1008.7,0,1.14,20.5,0.056,0.041,0.6,0.005,54,29
2021-04-23-13,20.6,4,70,33,8,1008.9,0,0.58,19.3,0.054,0.032,0.6,0.004,55,30
2021-04-23-14,21.7,3.9,70,33,8.5,1008.3,0,1.16,22.8,0.075,0.024,0.5,0.004,62,33
2021-04-23-15,21.5,5.4,50,31,7.9,1007.5,0,1.14,21.7,0.065,0.027,0.5,0.004,60,35
2021-04-23-16,21.2,4,70,32,8,1007.5,0,0.58,19.7,0.059,0.024,0.5,0.004,56,31
2021-04-23-17,21.1,3.9,50,33,8.2,1007.7,0,0.5,18.8,0.044,0.032,0.7,0.004,49,30
2021-04-23-18,20.5,3.1,50,34,8.1,1008,0,0.24,17.9,0.055,0.025,0.6,0.004,52,33
2021-04-23-19,19.9,2.1,20,35,8.1,1008.8,0,0.08,16.5,0.054,0.021,0.5,0.004,56,35
2021-04-23-20,19.2,2.4,50,37,8.2,1009.4,0,0,15.6,0.053,0.018,0.5,0.004,59,32
2021-04-23-21,18.7,2.9,70,39,8.4,1010.1,,,15.1,0.04,0.028,0.5,0.003,51,29
2021-04-23-22,18.4,3.5,70,41,8.6,1010.4,,,14.7,0.029,0.046,0.5,0.003,48,25
2021-04-23-23,17.9,4,50,42,8.5,1010.4,,,14.4,0.029,0.042,0.5,0.003,48,25
2021-04-24-00,17.6,2.9,50,41,8.2,1010.4,,,14.1,0.028,0.044,0.6,0.003,46,25
2021-04-24-01,17.2,2.3,70,41,8,1010.9,,,13.9,0.026,0.048,0.6,0.003,48,25
2021-04-24-02,16.7,2.3,70,42,8,1010.2,,,13.7,0.029,0.045,0.6,0.004,50,22
2021-04-24-03,16.4,4.8,50,45,8.4,1009.5,,,13.3,0.032,0.039,0.6,0.003,47,17
2021-04-24-04,15.9,3.9,50,41,7.4,1009.4,,,12.6,0.029,0.038,0.6,0.003,38,16
2021-04-24-05,15.7,3.2,50,40,7.1,1009.7,,,12.9,0.031,0.037,0.5,0.003,33,13
2021-04-24-06,15.5,3.1,50,40,7,1010.4,0,0,12.8,0.034,0.033,0.5,0.003,34,11
2021-04-24-07,15.5,3,50,40,7,1010.7,0,0.11,13.5,0.03,0.041,0.5,0.003,34,13
2021-04-24-08,15.9,2.3,70,39,7,1011.1,0,0.35,14.8,0.029,0.035,0.5,0.003,36,13
2021-04-24-09,17.2,2.7,50,35,6.8,1011.5,0,0.8,17.6,0.027,0.031,0.6,0.003,29,13
2021-04-24-10,18.6,2.5,50,32,6.8,1011.5,0,1.2,21.3,0.024,0.038,0.5,0.002,26,12
2021-04-24-11,20.1,2.2,50,26,6.1,1011.2,0.1,1.81,25.4,0.027,0.033,0.5,0.002,25,14
2021-04-24-12,21,1.3,230,26,6.4,1010.5,0.2,1.86,25.9,0.025,0.036,0.5,0.003,27,12
2021-04-24-13,20.8,4.2,290,29,7.1,1009.9,0.2,1.93,25.3,0.027,0.031,0.4,0.003,24,12
2021-04-24-14,20.6,3.9,290,30,7.2,1009.8,0,1.1,22.4,0.023,0.036,0.4,0.003,25,10
2021-04-24-15,21.7,3.6,50,37,9.5,1008.6,0.1,1.26,25.4,0.026,0.031,0.4,0.002,24,10
2021-04-24-16,22,1.2,90,37,9.7,1008.2,0,1.27,24.3,0.035,0.018,0.3,0.002,20,10
2021-04-24-17,20.9,3.1,320,41,10.1,1008.2,0,0.72,22.5,0.037,0.016,0.3,0.003,17,9
2021-04-24-18,21.1,2.9,270,41,10.2,1008.1,0.6,0.97,19.8,0.031,0.02,0.3,0.002,25,10
2021-04-24-19,19.9,2.9,270,46,10.6,1008.5,0.4,0.26,17.8,0.041,0.012,0.3,0.002,22,10
2021-04-24-20,18.8,1.4,270,49,10.6,1008,0,0.01,15.4,0.039,0.015,0.3,0.002,17,10
2021-04-24-21,17.8,2.2,270,55,11.2,1008.5,,,14.5,0.031,0.026,0.3,0.003,18,9
2021-04-24-22,16.7,3.2,270,60,11.3,1008.6,,,13.7,0.027,0.029,0.3,0.002,20,10
2021-04-24-23,15.7,2.7,270,65,11.6,1008.8,,,13.2,0.023,0.043,0.4,0.002,21,10
2021-04-25-00,15.3,0.4,0,65,11.2,1008.7,,,12.5,0.029,0.033,0.4,0.002,21,10
2021-04-25-01,14.6,1.3,250,68,11.2,1008.3,,,12,0.031,0.032,0.4,0.003,19,8
2021-04-25-02,14.1,2.3,250,73,11.7,1007.8,,,11.6,0.036,0.027,0.4,0.003,19,7
2021-04-25-03,13.8,2.5,250,74,11.6,1008,,,11.4,0.038,0.026,0.4,0.003,18,7
2021-04-25-04,13.3,1.9,250,75,11.4,1008,,,11.1,0.046,0.018,0.3,0.002,19,7
2021-04-25-05,12.6,2.2,50,76,11,1008.9,,,10.6,0.047,0.014,0.3,0.003,23,11
2021-04-25-06,13,3.4,70,70,10.4,1009.4,0,0,10.7,0.042,0.017,0.3,0.003,21,11
2021-04-25-07,13.8,4.4,50,68,10.6,1010,0,0.16,11.4,0.042,0.019,0.4,0.002,26,10
2021-04-25-08,15.4,5.2,50,64,11.2,1010.2,0.7,0.76,15.6,0.037,0.029,0.4,0.003,29,12
2021-04-25-09,17.1,4.9,50,56,10.9,1010.4,1,1.77,22.2,0.041,0.024,0.4,0.003,23,11
2021-04-25-10,18.6,4.7,70,51,10.9,1010.6,1,2.41,27.5,0.046,0.019,0.3,0.003,26,13
2021-04-25-11,19.6,4.6,50,45,10.2,1010.5,1,3.02,32.7,0.042,0.022,0.4,0.003,27,14
2021-04-25-12,20.7,3.8,70,41,9.9,1010.2,1,3.37,36.6,0.031,0.03,0.5,0.003,30,15
2021-04-25-13,21.6,3.2,70,37,9.5,1009.4,1,3.49,39,0.038,0.024,0.4,0.003,25,15
2021-04-25-14,22.5,3.7,50,35,9.5,1008.8,1,3.39,39.2,0.038,0.027,0.4,0.003,26,12
2021-04-25-15,23.1,2.1,90,33,9.3,1008,1,2.96,36.1,0.032,0.027,0.4,0.003,24,15
2021-04-25-16,23.5,1.3,90,31,8.9,1007.5,1,2.49,34.7,0.026,0.028,0.4,0.003,27,16
2021-04-25-17,23.9,2.4,340,32,9.4,1007.3,1,1.88,27.6,0.019,0.029,0.5,0.002,26,16
2021-04-25-18,23.1,1.9,250,35,9.8,1007.3,0.9,1.03,22.8,0.016,0.029,0.5,0.003,26,17
2021-04-25-19,21.6,2.7,340,38,9.7,1007.6,0.9,0.38,19.6,0.018,0.025,0.4,0.003,25,15
2021-04-25-20,19.9,2.7,340,40,9.2,1008.4,0,0.01,17.5,0.019,0.021,0.4,0.003,23,16
2021-04-25-21,18.8,1.4,20,42,9.1,1009.3,,,15.9,0.016,0.031,0.4,0.002,24,15
2021-04-25-22,17.5,1.8,20,43,8.5,1009.7,,,14.7,0.029,0.027,0.3,0.003,26,14
2021-04-25-23,16.5,1.7,50,47,8.8,1009.8,,,13.7,0.033,0.021,0.3,0.003,23,11
2021-04-26-00,15.6,2.3,70,49,8.7,1010.1,,,13.1,0.036,0.018,0.3,0.003,27,9
2021-04-26-01,15.1,2.4,50,49,8.4,1010.3,,,12.6,0.038,0.023,0.3,0.003,25,10
2021-04-26-02,15.1,2.8,110,52,8.9,1010.4,,,12.3,0.04,0.018,0.3,0.002,22,9
2021-04-26-03,14.5,2.3,90,51,8.4,1010.3,,,11.9,0.041,0.023,0.3,0.002,23,8
2021-04-26-04,13.6,2.5,90,51,7.9,1010,,,11.3,0.043,0.021,0.3,0.003,21,9
2021-04-26-05,12.9,2.7,110,52,7.7,1010.5,,,10.8,0.046,0.018,0.3,0.003,18,8
2021-04-26-06,12.4,2.4,110,48,6.9,1011.2,0,0.01,10.5,0.046,0.02,0.3,0.003,17,3
2021-04-26-07,12.6,2.6,110,42,6.1,1011.7,0.8,0.34,11.2,0.046,0.027,0.3,0.003,17,7
2021-04-26-08,14.4,2.6,110,34,5.6,1012.3,1,1,16.3,0.048,0.023,0.3,0.002,16,11
2021-04-26-09,16,1.9,90,30,5.5,1012.3,1,1.81,23.8,0.049,0.022,0.3,0.003,18,11
2021-04-26-10,17.4,3.3,160,32,6.3,1012.4,0.8,2.11,27.8,0.047,0.02,0.3,0.002,20,12
2021-04-26-11,17.7,3.3,230,48,9.7,1012.2,0.7,2.3,27.3,0.038,0.023,0.3,0.002,22,12
2021-04-26-12,18.3,3.3,230,55,11.5,1011.7,0.5,2.27,32,0.026,0.031,0.4,0.002,21,13
2021-04-26-13,19.8,2.8,200,50,11.5,1011,0.9,3.12,36.5,0.027,0.026,0.4,0.002,21,11
2021-04-26-14,20.2,3.3,250,48,11.3,1010.3,0.9,2.85,36,0.021,0.029,0.4,0.003,25,13
2021-04-26-15,20,2.7,230,48,11.2,1009.8,0.3,1.73,28.9,0.017,0.032,0.5,0.003,21,12
2021-04-26-16,19.8,3.3,290,49,11.2,1009.6,0.2,1.33,28,0.025,0.027,0.4,0.002,21,9
2021-04-26-17,18.9,3.7,290,51,11.1,1009.7,0.8,1.52,24.2,0.03,0.022,0.3,0.003,18,9
2021-04-26-18,18.7,3.2,270,47,10.1,1009.2,1,0.96,20.3,0.035,0.017,0.3,0.003,18,10
2021-04-26-19,17.5,3.2,270,50,9.9,1009.4,0.3,0.21,17.6,0.039,0.015,0.3,0.003,18,8
2021-04-26-20,16.6,2.2,270,55,10.4,1009.7,0,0.01,16.2,0.033,0.02,0.3,0.003,18,10
2021-04-26-21,16.2,1.8,340,60,11,1010.1,,,15.7,0.025,0.03,0.3,0.002,19,7
2021-04-26-22,15.3,1.7,270,71,12.3,1010.3,,,14.7,0.022,0.036,0.3,0.003,21,8
2021-04-26-23,14.4,2.4,270,76,12.4,1010.6,,,14.6,0.021,0.045,0.4,0.003,21,5
2021-04-27-00,13.8,0.2,0,75,11.8,1010.5,,,13.2,0.026,0.033,0.4,0.003,21,5
2021-04-27-01,13.2,1.8,270,75,11.3,1010.4,,,12.5,0.028,0.03,0.4,0.003,24,6
2021-04-27-02,13,0.8,360,77,11.5,1009.9,,,12.5,0.038,0.032,0.4,0.003,30,11
2021-04-27-03,13,0.6,20,75,11.2,1009.3,,,12.2,0.045,0.026,0.4,0.003,33,13
2021-04-27-04,12.6,2.1,250,69,10,1009.4,,,11.4,0.051,0.026,0.4,0.003,35,15
2021-04-27-05,12.6,1.9,270,66,9.6,1009.5,,,11.9,0.054,0.029,0.4,0.003,33,17
2021-04-27-06,12.6,0.7,230,65,9.4,1009.3,0,0,12.2,0.058,0.03,0.5,0.003,37,15
2021-04-27-07,13.1,0.8,270,64,9.6,1009,0,0.13,13.5,0.056,0.033,0.4,0.003,38,21
2021-04-27-08,13.7,1.4,270,62,9.7,1009.1,0,0.27,15,0.054,0.03,0.4,0.003,36,19
2021-04-27-09,14.3,1.1,290,58,9.4,1008.8,0,0.41,16.2,0.053,0.024,0.4,0.003,33,16
2021-04-27-10,15.6,2.3,250,55,9.7,1008.9,0,0.85,19.9,0.047,0.027,0.5,0.003,27,15
2021-04-27-11,16.6,1,200,53,9.9,1008.6,0,1.15,21.9,0.045,0.027,0.4,0.003,30,15
2021-04-27-12,17.1,2.6,200,50,9.7,1008.5,0.1,1.48,20.7,0.046,0.021,0.3,0.002,30,15
2021-04-27-13,18.4,2.3,180,46,9.7,1007.4,0,1.6,25.7,0.047,0.019,0.3,0.002,28,13
2021-04-27-14,19.2,3,200,44,9.7,1006.4,0.2,1.81,28.7,0.036,0.025,0.4,0.003,29,17
2021-04-27-15,19.6,2.9,230,39,8.8,1005.6,0.2,1.7,25.6,0.045,0.02,0.3,0.003,33,16
2021-04-27-16,18.2,4.4,250,47,9.7,1005.5,0,0.38,20.5,0.045,0.019,0.3,0.003,31,17
2021-04-27-17,17.2,3.4,230,51,9.9,1005.7,0,0.32,18.7,0.037,0.021,0.3,0.002,28,16
2021-04-27-18,16.5,4.2,230,52,9.7,1006,0,0.18,17.3,0.031,0.023,0.4,0.002,28,17
2021-04-27-19,15.8,4,200,58,10.4,1005.8,0,0.08,16.2,0.027,0.027,0.4,0.002,28,16
2021-04-27-20,15.5,2.6,200,62,10.9,1006,0,0.01,15.6,0.028,0.029,0.4,0.002,29,16
2021-04-27-21,15.4,3.1,230,72,12.5,1006.1,,,15,0.028,0.027,0.4,0.003,25,13
2021-04-27-22,15.3,3.5,200,72,12.4,1006.3,,,14.3,0.022,0.038,0.4,0.003,28,13
2021-04-27-23,15,3.5,200,76,12.9,1005.7,,,14.4,0.025,0.042,0.4,0.003,25,10
2021-04-28-00,14.4,3.4,200,88,14.4,1006,,,13.9,0.031,0.031,0.3,0.003,22,10
2021-04-28-01,13.7,4.6,230,94,14.7,1005.9,,,14,0.027,0.037,0.4,0.005,22,9
2021-04-28-02,13.4,2.8,230,95,14.6,1006,,,13.9,0.028,0.042,0.5,0.005,27,9
2021-04-28-03,12.9,2.9,250,90,13.3,1006.8,,,13.2,0.034,0.037,0.5,0.005,29,11
2021-04-28-04,12.3,2.4,230,88,12.5,1006.3,,,12.6,0.035,0.034,0.5,0.005,30,13
2021-04-28-05,11.8,2.2,250,87,11.9,1006.2,,,11.9,0.041,0.035,0.5,0.004,29,13
2021-04-28-06,11.3,1.5,230,88,11.7,1006.6,0,0.01,11.3,0.05,0.034,0.5,0.004,42,19
2021-04-28-07,11.4,2.9,200,88,11.8,1007,0,0.23,12.6,0.044,0.035,0.6,0.004,38,19
2021-04-28-08,11.9,3.4,250,86,11.9,1007.5,0,0.53,14.3,0.04,0.039,0.5,0.004,38,20
2021-04-28-09,12.9,1.8,250,81,12,1007,0,0.91,17.2,0.039,0.039,0.5,0.004,35,16
2021-04-28-10,13.7,2.2,230,76,11.9,1007.2,0,1.26,18.7,0.038,0.031,0.4,0.004,27,14
2021-04-28-11,14.9,2.7,200,72,12.1,1007.1,0.2,1.72,22.1,0.035,0.032,0.4,0.003,25,12
2021-04-28-12,16.6,2.6,200,66,12.4,1006.8,0.4,2.3,25.4,0.037,0.027,0.3,0.003,25,12
2021-04-28-13,17.3,3.1,200,56,11,1006.3,0.2,2.14,24.1,0.036,0.025,0.3,0.003,22,10
2021-04-28-14,17.9,2.8,270,54,11,1006.3,0.1,1.94,23.9,0.038,0.025,0.3,0.003,25,9
2021-04-28-15,17.8,3.7,270,44,8.9,1005.8,0.1,1.75,22.2,0.039,0.021,0.3,0.003,25,11
2021-04-28-16,17.7,2.4,200,43,8.7,1005.2,0,1.32,20.4,0.035,0.022,0.3,0.003,33,15
2021-04-28-17,17.1,3,180,42,8.1,1005,0,0.72,18,0.038,0.019,0.4,0.002,27,12
2021-04-28-18,17.2,3,200,40,7.8,1004.7,0.8,0.94,16.4,0.038,0.021,0.4,0.002,32,18
2021-04-28-19,16.1,1.6,200,37,6.7,1004.4,0.4,0.31,14,0.04,0.02,0.4,0.002,42,20
2021-04-28-20,14.8,0.9,230,44,7.4,1004.4,0,0.01,12.8,0.038,0.022,0.4,0.002,49,22
2021-04-28-21,14.2,0.3,0,48,7.7,1004.7,,,12.7,0.035,0.024,0.4,0.002,50,21
2021-04-28-22,13.9,1.2,270,52,8.2,1004.6,,,12.5,0.023,0.041,0.5,0.003,60,26
2021-04-28-23,14,1.7,290,53,8.4,1004.3,,,12.2,0.025,0.038,0.5,0.002,66,31
2021-04-29-00,13.4,1.4,290,56,8.5,1003.8,,,11.8,0.024,0.041,0.5,0.002,75,34
2021-04-29-01,12.6,0.5,360,58,8.4,1002.9,,,10.8,0.023,0.041,0.6,0.002,80,36
2021-04-29-02,11.9,1.1,340,58,8,1002,,,10.8,0.024,0.039,0.6,0.002,85,39
2021-04-29-03,11.7,1.3,20,62,8.5,1001,,,10.8,0.03,0.038,0.7,0.003,76,32
2021-04-29-04,11.4,2.4,20,63,8.4,1000.3,,,10.7,0.034,0.04,0.7,0.003,71,29
2021-04-29-05,11.2,2.3,50,62,8.2,999.8,,,10.3,0.042,0.034,0.6,0.003,64,23
2021-04-29-06,11,2.1,70,63,8.2,999.1,0,0,10.4,0.04,0.038,0.6,0.003,66,22
2021-04-29-07,11.6,2.6,50,61,8.3,998.9,0,0.13,11.4,0.04,0.035,0.6,0.003,61,20
2021-04-29-08,13,2.8,50,60,9,997.9,0,0.44,13.4,0.035,0.04,0.6,0.004,64,20
2021-04-29-09,13.1,2.5,50,58,8.7,997.2,0,0.32,12.9,0.034,0.038,0.6,0.003,58,19
2021-04-29-10,14.7,4.7,50,51,8.5,996.6,0,0.5,14.8,0.029,0.037,0.5,0.003,48,14
2021-04-29-11,14.9,2.8,50,49,8.2,996.9,0,0.66,17.4,0.012,0.05,0.7,0.003,42,16
2021-04-29-12,16.1,3.1,20,42,7.6,996,0,1.55,19.6,0.012,0.04,0.6,0.003,40,20
2021-04-29-13,16.9,2.3,50,43,8.2,995.7,0,1.47,20.9,0.008,0.043,0.5,0.003,32,16
2021-04-29-14,18.7,3.1,50,40,8.6,994.7,0.9,3.08,29.2,0.007,0.045,0.6,0.002,33,16
2021-04-29-15,19.2,1.9,70,37,8.2,994.2,1,3.02,29.9,0.006,0.049,0.6,0.003,41,18
2021-04-29-16,19.7,2.5,360,35,8,993.2,1,2.46,27.9,0.005,0.048,0.6,0.003,42,20
2021-04-29-17,19.6,1,90,35,8,993.2,1,1.59,22.8,0.009,0.038,0.5,0.003,47,20
2021-04-29-18,18.7,1.5,250,35,7.5,993.2,0.5,0.64,19,0.006,0.038,0.5,0.003,47,15
2021-04-29-19,17.6,3.7,230,39,7.8,993.4,0,0.12,16.4,0.004,0.039,0.6,0.003,41,18
2021-04-29-20,16.5,2.5,250,43,8,993.2,0,0.01,15,0.003,0.04,0.5,0.003,31,16
2021-04-29-21,15.7,2.2,200,50,8.8,993.2,,,14.1,0.004,0.035,0.5,0.002,35,16
2021-04-29-22,15.5,3.3,200,51,8.9,993,,,13.8,0.004,0.047,0.6,0.003,40,15
2021-04-29-23,12.6,3.4,200,77,11.2,993.4,,,12.7,0.004,0.048,0.7,0.003,49,16
2021-04-30-00,11.5,1.4,110,86,11.6,992.4,,,12.3,0.004,0.047,0.7,0.003,54,19
2021-04-30-01,11.2,2.1,50,91,12,991.2,,,12.2,0.011,0.044,0.7,0.003,55,18
2021-04-30-02,10.4,2.8,50,90,11.3,989.6,,,11.4,0.026,0.041,0.5,0.003,64,19
2021-04-30-03,9.4,4.2,340,89,10.4,989.4,,,10.3,0.047,0.018,0.4,0.003,64,16
2021-04-30-04,8.7,2.6,340,89,9.9,990.4,,,9.8,,,,,,
2021-04-30-05,8.8,1.2,200,93,10.5,990.5,,,10.1,0.038,0.022,0.7,0.004,,
2021-04-30-06,8.9,2.4,320,93,10.6,991.1,0,0.01,10.2,0.043,0.024,0.5,0.003,70,17
2021-04-30-07,8.9,2,290,95,10.8,992.2,0,0.05,10.7,0.048,0.024,0.4,0.003,72,20
2021-04-30-08,9.1,2.2,270,93,10.7,992.7,0,0.18,11.4,0.048,0.032,0.5,0.003,72,23
2021-04-30-09,9.9,1.9,270,90,10.9,993.5,0,0.46,13.7,0.045,0.037,0.5,0.003,71,22
2021-04-30-10,11.2,1.5,290,83,11,993.8,0.3,1.35,20.4,0.044,0.036,0.5,0.003,69,21
2021-04-30-11,12.7,2.2,270,73,10.6,994.4,0.5,2.05,18.3,0.053,0.031,0.5,0.003,74,25
2021-04-30-12,14.1,2.1,180,67,10.7,994.4,0.2,1.76,21.5,0.039,0.041,0.6,0.004,82,26
2021-04-30-13,13.6,3,200,69,10.7,994.9,0.1,1.09,16.8,0.039,0.036,0.5,0.003,73,24
2021-04-30-14,13.8,2.8,180,71,11.2,995.1,0,0.61,17.5,0.046,0.025,0.4,0.003,67,23
